Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
1416866,1416867,Multiscale legendre neural network for monthly anchovy catches forecasting,Nibaldo Rodríguez,2009.0,IITA'09 Proceedings of the 3rd international conference on Intelligent information technology application
1562962,1562963,"Matching dependencies with arbitrary attribute values: semantics, query answering and integrity constraints",Jaffer Gardezi;Leopoldo Bertossi;Iluju Kiringa,2011.0,Proceedings of the 4th International Workshop on Logic in Databases
1825515,1825516,Give me a reason to dig: qualitative associations between player behavior in Minecraft and life motives,Alessandro Canossa,2012.0,Proceedings of the International Conference on the Foundations of Digital Games
1093695,1093696,An open system for transparent firewall authentication and user traffic identification within corporate intranets,Roberto D. Rubino,2008.0,SIGITE '08 Proceedings of the 9th ACM SIGITE conference on Information technology education
1760258,1760259,Predictive digital filtering of sinusoidal signals,P. Handel,1998.0,IEEE Transactions on Signal Processing
537559,537560,Abstraction and Refinefent Principles Applied to the Conception of Functionally Distributed Systems,Alain Tarabout;Bernard Maillot;Irène Vatton,1980.0,GI - 10. Jahrestagung
522540,522541,Software-geführte Emissionsüberwachung im Kraftwerk,Günter Niklas;Dieter Nederveld,1991.0,"Informatik für den Umweltschutz / Computer Science for Environmental Protection, 6. Symposium"
1668553,1668554,Building a geographical ontology by using Wikipedia,Quoc Hung-Ngo;Son Doan;Werner Winiwarter,2011.0,Proceedings of the 13th International Conference on Information Integration and Web-based Applications and Services
1925804,1925805,Nonlinear periodic solutions for isothermal magnetostatic atmospheres,A. H. Khater;D. K. Callebaut;A. H. Bhrawy;M. A. Abdelkawy,2013.0,Journal of Computational and Applied Mathematics
294945,294946,Y2K for librarians: exactly what you need to do,William Doering,1999.0,Computers in Libraries
363651,363652,Information and Randomness: An Algorithmic Perspective,Cristian Calude,1994.0,Information and Randomness: An Algorithmic Perspective
917321,917322,"Three variations on the theme of comparative genomics: metagenomics, mitochondrial gene rearrangements and micrornas",Satish Rao;Kevin Christopher Chen,2005.0,"Three variations on the theme of comparative genomics: metagenomics, mitochondrial gene rearrangements and micrornas"
1610555,1610556,Tonal scales and minimal simple pitch class cycles,David Meredith,2011.0,MCM'11 Proceedings of the Third international conference on Mathematics and computation in music
61844,61845,Courseware and technology based training: developing a large scale production resource,D. Riley,1989.0,Interactive Learning International
619953,619954,A Visual Language System for Developing and Presenting Internet-based Education,Jeffrey D. Campbell;Dirk E. Mahling,1998.0,VL '98 Proceedings of the IEEE Symposium on Visual Languages
1338187,1338188,Resolution-invariant image representation for content-based zooming,Jinjun Wang;Shenghuo Zhu;Yihong Gong,2009.0,ICME'09 Proceedings of the 2009 IEEE international conference on Multimedia and Expo
309568,309569,Documentation testing,Salvatore Mamone,2000.0,ACM SIGSOFT Software Engineering Notes
1367029,1367030,Decision support systems for creative city design: rethinking urban competitiveness,Lee-Chuan Lin;Junzo Watada,2009.0,"SMC'09 Proceedings of the 2009 IEEE international conference on Systems, Man and Cybernetics"
313590,313591,Building-Centric service providers,Bill Michael;Ellen Muraskin,2000.0,Computer Telephony
1771141,1771142,Dual Nanowire Silicon MOSFET With Silicon Bridge and TaN Gate,A. L. Theng;W. L. Goh;G. Q. Lo;L. Chan;C. M. Ng,2008.0,IEEE Transactions on Nanotechnology
182709,182710,An algorithm for dynamic data allocation in distributed systems,Ouri Wolfson;Sushil Jajodia,1995.0,Information Processing Letters
854858,854859,Learning sequence-to-sequence correspondences from parallel corpora via sequential pattern mining,Kaoru Yamamoto;Taku Kudo;Yuta Tsuboi;Yuji Matsumoto,2003.0,HLT-NAACL-PARALLEL '03 Proceedings of the HLT-NAACL 2003 Workshop on Building and using parallel texts: data driven machine translation and beyond - Volume 3
1110444,1110445,Towards State Space Reduction Based on T-Lumpability-Consistent Relations,Marco Bernardo,2008.0,EPEW '08 Proceedings of the 5th European Performance Engineering Workshop on Computer Performance Engineering
405229,405230,Computers: Concepts and Applications,David L. Feinstein;Fritz H. Grupe,1990.0,Computers: Concepts and Applications
491777,491778,Step-wise Refinement Design Example Using LOTOS,Luís Ferreira Pires;Wanderley Lopes de Souza,1990.0,"FORTE '90 Proceedings of the IFIP TC6/WG6.1 Third International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols: Formal Description Techniques, III"
1770326,1770327,InfoGather: entity augmentation and attribute discovery by holistic matching with web tables,Mohamed Yakout;Kris Ganjam;Kaushik Chakrabarti;Surajit Chaudhuri,2012.0,SIGMOD '12 Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data
1293719,1293720,Dynamic performance improvement of a 6-DOF robot by means of Cartesian based iterative learning control,Ole Madsen;Morten Kristiansen;Vishy Karri,2007.0,ISC '07 Proceedings of the 10th IASTED International Conference on Intelligent Systems and Control
492606,492607,Foundations for Circular Compositional Reasoning,Mahesh Viswanathan;Ramesh Viswanathan,2001.0,"ICALP '01 Proceedings of the 28th International Colloquium on Automata, Languages and Programming,"
427972,427973,Mobile objects as mobile processes,Massimo Merro;Josva Kleist;Uwe Nestmann,2002.0,Information and Computation - IFIP TCS2000
1265283,1265284,OpenLIDS: a lightweight intrusion detection system for wireless mesh networks,Fabian Hugelshofer;Paul Smith;David Hutchison;Nicholas J.P. Race,2009.0,Proceedings of the 15th annual international conference on Mobile computing and networking
2024641,2024642,"Efficient generation of the ideals of a poset in gray code order, part II",Mohamed Abdo,2013.0,Theoretical Computer Science
212117,212118,Point-free substitution,A. Bijlsma;C. S. Scholten,1996.0,Science of Computer Programming
255797,255798,Functions that determine stability of rational rotations of a near symmetric satellite,Sergey Sadov,1998.0,Mathematics and Computers in Simulation - Special issue: Simplification of systems of algebraic and differential equations with applications
1351012,1351013,A regional traffic control system using emerging intelligent transportation systems (its) technologies,William T. Scherer;John L. Mclin,2008.0,A regional traffic control system using emerging intelligent transportation systems (its) technologies
882172,882173,Autocorrelations of Maximum Period FCSR Sequences,Hong Xu;Wen-Feng Qi,2006.0,SIAM Journal on Discrete Mathematics
1239661,1239662,The Real Estate Fictionization: Related to the Theory and Empirical Analysis of United States Subprime Mortgage Crisis,Peng Xing-ting,2009.0,ICIC '09 Proceedings of the 2009 Second International Conference on Information and Computing Science - Volume 01
1841647,1841648,Book review: The new leaders: transforming the art of leadership into the science of results,Sue Balint,2003.0,International Journal of Information Management: The Journal for Information Professionals
1240791,1240792,A Real-Time Note Transcription Technique Using Static and Dynamic Window Sizes,Farshad Arvin;Shyamala Doraisamy,2009.0,ICSAP '09 Proceedings of the 2009 International Conference on Signal Acquisition and Processing
1928002,1928003,The knowledge acquisition workshops: A remarkable convergence of ideas,Mark A. Musen,2013.0,International Journal of Human-Computer Studies
358118,358119,"Minitutorial - a Hop, Skip, and Jump into Minicad: For Version 7",Janis Kent,1997.0,"Minitutorial - a Hop, Skip, and Jump into Minicad: For Version 7"
1204661,1204662,A subsampling pulsed UWB demodulator based on a flexible complex SVD,Yves Vanderperren;Wim Dehaene,2008.0,"ASAP '08 Proceedings of the 2008 International Conference on Application-Specific Systems, Architectures and Processors"
1235068,1235069,The Software Breadboard Technique of Virtual Instrument,Chen ZheMin;He Lingsong,2009.0,CSIE '09 Proceedings of the 2009 WRI World Congress on Computer Science and Information Engineering - Volume 07
190816,190817,The protection of neural networks according to German and European law,Harald Springorum,1995.0,KnowRight '95 Proceedings of the conference on Intellectual property rights and new technologies
998478,998479,Benefits of an item-centric enterprise-data model in logistics services: A case study,Mikko Rönkkö;Mikko Kärkkäinen;Jan Holmström,2007.0,Computers in Industry
1925330,1925331,Qualitative approximate behavior composition,Nitin Yadav;Sebastian Sardina,2012.0,JELIA'12 Proceedings of the 13th European conference on Logics in Artificial Intelligence
1838630,1838631,A probably approximately correct framework to estimate performance degradation in embedded systems,C. Alippi,2006.0,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
1221964,1221965,Uses of Data-Logger in Kitchen Science: Producing Panacea of the Ginger-Milk Recipe,Sun-wai Leo Fung,2007.0,Proceedings of the 2007 conference on Supporting Learning Flow through Integrative Technologies
1691977,1691978,An efficiency-centric design methodology for mobile application architectures,Hyun Jung La; Ho Joong Lee;Soo Dong Kim,2011.0,"WIMOB '11 Proceedings of the 2011 IEEE 7th International Conference on Wireless and Mobile Computing, Networking and Communications"
1563840,1563841,Experimental analysis of attacks against web services and countermeasures,Abdallah Ghourabi;Tarek Abbes;Adel Bouhoula,2010.0,Proceedings of the 12th International Conference on Information Integration and Web-based Applications & Services
758104,758105,On Intelligence,Jeff Hawkins;Sandra Blakeslee,2004.0,On Intelligence
835752,835753,Design of microprogrammed control for general purpose processors,George Hoff,1972.0,ACM SIGMICRO Newsletter
575097,575098,Statistical performance guarantees in large-scale cross-path packet switch,Man Chi Chan;Tony T. Lee,2003.0,IEEE/ACM Transactions on Networking (TON)
1961505,1961506,A practical microcylinder appearance model for cloth rendering,Iman Sadeghi;Oleg Bisker;Joachim De Deken;Henrik Wann Jensen,2013.0,ACM Transactions on Graphics (TOG)
513421,513422,"Swiss TopVision, the Trial With Interactive Content",Désirée de Lang;Peter Balsiger;Huib Eggenhuisen;Paul Gardien;John Jansen,1997.0,"ECMAST '97 Proceedings of the Second European Conference on Multimedia Applications, Services and Techniques"
1470280,1470281,Two-stage EDA-based approach for all optical WDM mesh network survivability under SRLG constraints,Jianyong Sun,2011.0,Applied Soft Computing
1039318,1039319,Batch processing with interval graph compatibilities between tasks,Gerd Finke;Vincent Jost;Maurice Queyranne;András Seb,2008.0,Discrete Applied Mathematics
570321,570322,"Book review of ""Statistical methods for the information professional: a practical, painless approach to understanding, using, and interpreting statistics"" by Liwen Vaughan. Medford, NJ: information today inc., 2001",Mike Thelwall,2003.0,Information Processing and Management: an International Journal
1135912,1135913,The determination of optimal software release times at different confidence levels with consideration of learning effects,"Jyh-Wen Ho;Chih-Chiang Fang;Yeu-Shiang Huang, Professor",2008.0,"Software Testing, Verification & Reliability"
913348,913349,A Novel SOAP Attachment-Oriented Security Model,Xiaoling Cui;Lei Li;Jun Wei,2006.0,ISSRE '06 Proceedings of the 17th International Symposium on Software Reliability Engineering
2045591,2045592,Density-Based group testing,Dániel Gerbner;Balázs Keszegh;Dömötör Pálvölgyi;Gábor Wiener,2013.0,"Information Theory, Combinatorics, and Search Theory"
1095017,1095018,Mining infrequent and interesting rules from transaction records,Alex Tze Hiang Sim;Maria Indrawan;Bala Srinivasan,2008.0,"AIKED'08 Proceedings of the 7th WSEAS International Conference on Artificial intelligence, knowledge engineering and data bases"
1206850,1206851,Fa: A System for Automating Failure Diagnosis,Songyun Duan;Shivnath Babu;Kamesh Munagala,2009.0,ICDE '09 Proceedings of the 2009 IEEE International Conference on Data Engineering
1833607,1833608,Resource discovery in ASON/GMPLS Transport Networks,J. Perello;E. Escalona;S. Spadaro;J. Comellas;G. Junyent,2007.0,IEEE Communications Magazine
1167219,1167220,"Cryptology, computers, and common sense",G. E. Mellen,1973.0,"AFIPS '73 Proceedings of the June 4-8, 1973, national computer conference and exposition"
610356,610357,Finding Hamiltonian Cycles on Incrementally Extensible Hypercube Graphs,Eric Chou,1997.0,"HPC-ASIA '97 Proceedings of the High-Performance Computing on the Information Superhighway, HPC-Asia '97"
1413138,1413139,Safe and economic re-use of ontologies: a logic-based methodology and tool support,Ernesto Jiménez-Ruiz;Bernardo Cuenca Grau;Ulrike Sattler;Thomas Schneider;Rafael Berlanga,2008.0,ESWC'08 Proceedings of the 5th European semantic web conference on The semantic web: research and applications
672915,672916,Etherman Version 1.2: A Network Manager''s Workbench Application,Gary Ratterree;Udo Pooch;Willis Marti,2001.0,Etherman Version 1.2: A Network Manager''s Workbench Application
